age,job_level,housing,saving_accounts,checking_account,credit_amount,duration_months,purpose,employment_years,existing_credits,dependents,monthly_income,default
32,2,free,moderate,little,186902.0,12,education,9,1,2,42053.0,0
26,1,own,none,little,138955.0,18,car,1,4,0,43734.0,1
40,3,own,little,none,143307.0,12,car,1,4,3,49318.0,0
36,2,own,little,little,100538.0,6,appliances,20,2,0,78422.0,0
26,2,own,little,none,20034.0,24,education,11,3,1,8000.0,1
52,2,free,little,little,115233.0,6,education,9,2,0,32011.0,0
38,1,own,little,little,123512.0,60,education,11,4,0,70092.0,1
26,2,own,moderate,moderate,193979.0,18,business,38,3,3,40457.0,1
45,1,own,little,rich,62907.0,36,car,1,2,0,41480.0,0
63,3,rent,little,moderate,270951.0,36,education,0,1,1,57299.0,0
68,2,own,rich,none,81939.0,12,furniture,1,1,1,22594.0,0
24,2,rent,little,little,73896.0,36,appliances,22,1,3,60886.0,1
33,2,own,moderate,none,64058.0,36,education,27,3,1,38419.0,1
33,3,own,little,little,184942.0,12,appliances,16,3,1,42030.0,0
50,3,rent,moderate,none,51144.0,60,furniture,39,4,1,30353.0,1
21,2,own,none,moderate,144229.0,6,repairs,20,2,1,54083.0,0
21,2,rent,little,none,60807.0,12,appliances,33,3,1,39306.0,0
56,2,own,moderate,moderate,96135.0,36,education,8,3,1,49961.0,0
57,2,rent,none,little,39546.0,12,furniture,16,2,1,38308.0,0
34,1,own,moderate,none,158138.0,36,furniture,31,4,2,44229.0,1
54,2,rent,little,little,90217.0,48,business,4,3,1,34930.0,1
56,1,own,little,little,137924.0,60,education,13,2,3,38744.0,1
69,3,own,moderate,none,88667.0,24,furniture,24,3,2,29567.0,1
46,1,own,none,little,135489.0,60,education,21,3,1,27171.0,1
69,3,own,little,little,96022.0,18,business,4,4,1,76512.0,0
53,2,own,little,moderate,153950.0,12,car,37,1,3,48312.0,0
55,2,own,little,none,135981.0,24,car,8,3,1,8000.0,1
56,2,own,little,little,111051.0,24,car,30,4,2,42886.0,0
67,1,rent,little,moderate,57521.0,24,car,20,2,2,62729.0,0
54,1,rent,little,rich,75930.0,24,furniture,35,2,3,14953.0,1
69,0,rent,little,none,62111.0,18,appliances,0,1,1,55081.0,0
52,2,own,little,none,232633.0,24,furniture,21,2,3,43890.0,0
24,2,own,none,rich,157663.0,60,car,22,1,1,13011.0,1
44,2,own,little,moderate,100977.0,24,furniture,22,3,2,33510.0,0
45,1,rent,little,moderate,70454.0,12,repairs,14,1,1,41077.0,0
39,1,own,little,little,61460.0,36,furniture,0,3,1,21864.0,1
31,2,own,none,rich,106243.0,18,repairs,5,2,2,31200.0,0
24,3,rent,rich,none,298321.0,36,car,39,1,2,49116.0,0
54,2,own,rich,rich,99068.0,6,car,34,4,2,49251.0,0
39,2,rent,little,little,203039.0,18,business,16,2,1,52782.0,1
22,2,rent,none,moderate,116471.0,6,education,22,2,3,32874.0,0
19,0,own,moderate,moderate,138350.0,6,business,19,2,2,64425.0,0
44,3,own,little,moderate,74195.0,36,appliances,27,2,1,42409.0,0
38,2,own,moderate,rich,87707.0,18,car,36,2,3,37125.0,0
55,1,rent,none,moderate,59965.0,48,business,17,4,0,40679.0,1
32,2,own,rich,little,118510.0,24,education,6,4,0,51268.0,0
38,1,rent,none,none,85301.0,12,appliances,19,4,1,50114.0,1
27,3,own,none,moderate,122508.0,36,furniture,23,1,1,36585.0,0
40,1,own,little,little,54659.0,24,car,15,2,2,61786.0,0
56,2,own,moderate,little,129759.0,36,education,12,1,1,41061.0,0
22,1,rent,little,none,109244.0,24,repairs,27,1,3,57152.0,1
18,2,own,none,none,107165.0,12,car,6,1,1,69430.0,0
30,2,rent,little,moderate,124695.0,36,car,14,2,3,35784.0,1
38,2,own,none,little,85600.0,18,furniture,22,2,3,37894.0,1
43,2,own,little,little,969010.0,24,business,22,1,2,24773.0,1
67,3,rent,little,little,130753.0,48,furniture,30,2,3,27930.0,1
62,0,rent,little,moderate,105142.0,18,car,4,1,1,56958.0,0
38,1,own,little,moderate,154073.0,24,education,26,2,3,56785.0,0
35,1,own,none,moderate,72204.0,18,car,9,2,0,11727.0,0
54,3,rent,little,rich,70783.0,6,car,6,1,3,26458.0,0
62,1,own,moderate,little,159567.0,24,furniture,31,4,1,69773.0,0
49,2,own,little,little,168297.0,24,furniture,22,2,2,29625.0,1
53,2,free,little,moderate,201804.0,18,furniture,8,1,1,40145.0,0
34,1,own,little,little,41978.0,18,car,28,1,1,45641.0,0
52,1,own,little,little,91507.0,36,furniture,26,2,1,47764.0,0
66,1,own,none,moderate,120304.0,6,business,37,2,0,18595.0,0
28,2,rent,moderate,none,152084.0,12,furniture,20,1,2,47774.0,0
38,1,rent,little,rich,135395.0,36,education,5,1,0,8000.0,1
69,0,own,moderate,none,59240.0,48,car,25,1,3,33104.0,1
43,3,own,little,moderate,134437.0,18,car,19,3,3,38440.0,0
21,3,own,little,rich,119700.0,48,appliances,14,2,0,15519.0,0
51,1,rent,moderate,little,119504.0,12,furniture,37,3,2,56761.0,0
69,1,own,little,none,51130.0,12,furniture,19,1,3,28414.0,0
65,0,free,moderate,little,56349.0,36,appliances,14,3,2,75058.0,0
35,2,own,moderate,little,292827.0,48,business,28,4,0,52279.0,1
57,3,free,rich,little,178379.0,12,business,5,1,3,40448.0,0
52,1,own,none,none,95056.0,6,business,15,4,0,58092.0,0
58,1,rent,little,none,96035.0,6,car,0,3,3,14701.0,1
46,2,own,little,rich,374632.0,12,repairs,5,4,1,48143.0,1
69,2,own,little,moderate,101438.0,36,appliances,15,3,2,22181.0,0
46,0,rent,little,moderate,92035.0,24,car,32,2,0,59564.0,0
55,2,rent,none,none,61326.0,24,appliances,6,2,1,36681.0,1
59,1,own,rich,moderate,85802.0,24,furniture,9,3,0,8000.0,0
38,1,rent,moderate,none,35965.0,48,business,7,1,0,20182.0,1
59,2,own,moderate,little,134925.0,6,car,20,2,2,44838.0,0
30,3,rent,little,little,210145.0,36,education,25,3,0,51030.0,1
66,2,own,moderate,none,211555.0,48,car,36,1,2,16683.0,1
58,3,own,rich,little,64765.0,12,education,17,2,0,11227.0,0
34,2,own,moderate,none,24914.0,36,car,3,3,3,37044.0,1
26,2,own,little,moderate,121002.0,36,furniture,19,1,1,73650.0,0
58,2,rent,moderate,none,217776.0,6,business,39,1,3,35124.0,0
18,3,own,little,little,37704.0,12,appliances,18,3,2,48782.0,0
19,3,own,moderate,rich,78892.0,24,car,32,4,2,8000.0,0
65,0,own,moderate,moderate,122326.0,24,appliances,22,4,1,93516.0,0
46,3,rent,little,moderate,59597.0,24,furniture,8,4,2,25006.0,0
50,3,own,rich,moderate,35000.0,12,appliances,37,4,3,46560.0,0
27,2,own,none,none,63182.0,36,education,17,1,1,11417.0,1
67,1,free,little,moderate,70161.0,12,appliances,1,4,2,52240.0,0
57,3,own,none,little,31834.0,18,business,16,3,2,34047.0,0
38,3,rent,moderate,none,187761.0,18,education,15,1,2,49042.0,0
45,1,rent,rich,little,250784.0,36,furniture,23,4,2,39481.0,1
28,3,own,none,moderate,100482.0,6,repairs,30,3,0,53344.0,0
51,0,free,moderate,little,152923.0,12,appliances,0,2,0,63632.0,0
25,1,rent,none,none,40639.0,12,furniture,27,1,0,19423.0,1
39,2,own,little,little,90676.0,12,car,32,3,2,74789.0,0
25,2,own,little,little,69749.0,12,business,36,4,0,31935.0,0
66,2,rent,moderate,none,126366.0,24,repairs,38,3,2,52970.0,0
32,0,own,none,none,19559.0,36,car,3,1,3,28849.0,1
34,3,rent,none,little,82253.0,36,appliances,0,2,2,47099.0,1
40,0,own,moderate,rich,143924.0,24,car,32,4,1,38057.0,0
41,1,own,moderate,none,113882.0,6,repairs,9,3,1,80463.0,0
62,0,own,little,little,157904.0,60,business,2,2,1,30787.0,1
36,2,own,none,none,68939.0,12,furniture,36,1,2,73703.0,0
22,3,own,little,moderate,18142.0,36,furniture,20,4,1,26647.0,1
49,2,rent,rich,moderate,190867.0,48,education,8,2,1,73681.0,0
61,3,rent,moderate,moderate,155669.0,36,education,39,1,2,62495.0,0
18,0,rent,moderate,moderate,253028.0,12,appliances,23,4,2,38182.0,1
40,2,rent,little,little,103213.0,18,business,7,3,0,41794.0,1
54,2,rent,none,rich,126721.0,6,education,23,2,2,47780.0,0
25,2,own,moderate,little,399332.0,24,appliances,23,1,0,45017.0,1
30,0,rent,none,moderate,32513.0,24,education,9,3,2,52235.0,0
25,2,own,little,little,128904.0,36,appliances,34,4,3,47080.0,1
40,2,free,moderate,none,204975.0,6,appliances,3,2,1,26932.0,0
60,2,rent,rich,little,112145.0,36,appliances,8,1,3,35393.0,0
18,2,own,rich,moderate,102722.0,36,car,10,2,2,49982.0,0
62,1,own,none,moderate,40532.0,12,education,12,3,3,25548.0,0
68,2,own,little,rich,238073.0,18,furniture,26,3,0,35429.0,0
41,1,own,little,moderate,187468.0,24,furniture,29,1,2,54491.0,0
52,3,own,moderate,rich,213104.0,24,furniture,38,2,2,49321.0,0
41,2,own,little,little,97447.0,12,appliances,11,2,3,39673.0,1
34,1,own,none,little,81435.0,6,furniture,18,3,1,63247.0,0
22,3,free,little,moderate,98319.0,36,furniture,39,2,2,62419.0,0
37,2,rent,moderate,none,273647.0,12,car,3,2,1,34349.0,0
38,0,rent,little,little,84442.0,12,car,33,2,3,56916.0,0
57,2,rent,moderate,little,240185.0,36,business,22,1,3,28834.0,1
48,1,own,little,little,90377.0,24,car,25,3,3,49665.0,0
63,3,own,little,moderate,59021.0,24,car,6,4,0,49479.0,0
53,3,rent,little,moderate,28386.0,24,education,17,1,2,44999.0,0
28,3,free,little,none,139313.0,24,car,3,3,3,40171.0,1
69,2,own,none,little,156510.0,24,car,7,1,3,45992.0,0
32,2,rent,little,little,49498.0,60,appliances,21,4,0,44705.0,1
36,2,free,moderate,little,239454.0,12,appliances,25,1,2,8000.0,0
24,1,rent,none,moderate,43096.0,12,furniture,12,1,1,69889.0,0
68,2,free,rich,moderate,151004.0,6,furniture,16,4,2,56250.0,0
45,2,own,none,little,155514.0,36,appliances,35,2,3,36680.0,0
68,0,free,none,none,187944.0,24,car,14,3,1,62027.0,1
60,2,rent,moderate,little,30258.0,12,education,17,4,0,35587.0,0
22,3,own,moderate,rich,187236.0,18,education,26,1,0,8000.0,0
22,3,free,little,moderate,90499.0,12,business,5,2,3,51059.0,0
47,0,own,moderate,little,80482.0,18,repairs,33,1,1,16028.0,0
49,0,own,none,none,161944.0,60,furniture,4,2,2,20906.0,1
25,1,own,moderate,none,175679.0,36,furniture,11,1,3,25423.0,1
27,3,own,rich,moderate,29936.0,6,business,28,3,1,46693.0,0
55,1,own,rich,moderate,45530.0,12,repairs,36,3,1,47968.0,0
64,2,rent,little,little,202709.0,6,appliances,11,1,1,64008.0,0
49,1,own,none,moderate,131268.0,36,business,24,4,1,22817.0,1
65,2,own,moderate,little,110090.0,24,appliances,33,1,0,31802.0,0
45,1,own,little,none,54644.0,60,car,10,1,1,68095.0,1
34,2,own,none,little,128451.0,36,furniture,22,4,1,54389.0,1
48,1,rent,moderate,little,205122.0,24,car,23,4,3,50541.0,0
25,2,rent,rich,little,396630.0,36,car,17,1,0,44324.0,0
57,1,free,moderate,little,79817.0,36,education,9,2,0,52211.0,0
42,2,rent,little,moderate,167084.0,12,appliances,4,3,0,45536.0,0
26,3,own,none,little,300418.0,24,education,30,2,2,46780.0,1
19,1,free,moderate,rich,41390.0,24,business,24,4,2,53255.0,0
32,3,rent,little,little,290534.0,24,car,16,3,0,28591.0,1
67,2,own,little,rich,111345.0,12,business,27,1,3,48385.0,0
20,1,rent,none,moderate,103251.0,12,furniture,0,3,1,9933.0,1
66,2,free,little,none,71322.0,12,business,1,1,1,45084.0,0
53,1,rent,none,none,79353.0,6,furniture,39,1,0,35963.0,0
21,2,own,little,none,63133.0,48,education,1,4,0,59675.0,1
31,2,rent,moderate,rich,55725.0,36,furniture,26,2,2,19853.0,0
58,1,own,none,moderate,129285.0,36,education,7,4,0,48495.0,0
58,2,own,little,rich,192454.0,24,car,26,4,2,56118.0,0
42,3,own,moderate,none,52646.0,36,furniture,36,3,0,58392.0,0
67,3,own,rich,little,65049.0,60,furniture,16,2,1,33261.0,0
27,2,own,rich,moderate,115129.0,18,business,3,2,0,38612.0,0
38,3,own,moderate,little,50579.0,36,business,37,2,1,52484.0,0
53,2,rent,moderate,moderate,114288.0,18,appliances,30,2,0,24228.0,0
29,1,rent,rich,moderate,83968.0,48,education,4,3,2,36945.0,0
44,3,free,none,moderate,36947.0,48,furniture,24,3,0,29328.0,1
57,2,own,rich,moderate,131003.0,48,business,27,4,3,12440.0,1
19,2,own,little,none,70501.0,6,furniture,18,4,1,71387.0,0
30,2,free,none,moderate,182596.0,12,car,36,2,1,45469.0,0
49,3,own,moderate,none,87790.0,12,business,22,4,1,26129.0,1
48,3,rent,little,little,64422.0,24,car,35,3,0,8000.0,1
33,2,rent,little,moderate,96766.0,24,car,12,4,3,50767.0,0
49,1,own,little,moderate,207977.0,12,business,16,1,3,16827.0,0
49,2,rent,little,little,298073.0,36,business,29,4,2,32951.0,1
51,2,rent,little,moderate,140905.0,12,business,22,3,2,44141.0,0
28,1,own,little,moderate,69326.0,48,car,2,2,2,22636.0,1
27,2,own,moderate,moderate,100666.0,12,appliances,12,1,3,74748.0,0
32,2,own,little,moderate,93055.0,18,business,31,1,1,26531.0,0
34,1,own,little,moderate,90206.0,24,appliances,34,1,1,22652.0,0
57,1,own,little,little,84742.0,24,business,1,4,2,49089.0,1
35,1,own,little,moderate,55312.0,6,education,2,4,2,38590.0,0
26,3,own,little,little,177260.0,36,car,28,1,0,79746.0,0
42,1,free,moderate,little,165457.0,24,business,9,1,0,70354.0,0
57,1,own,none,little,100097.0,48,business,19,2,3,72016.0,1
31,2,own,none,little,210081.0,48,furniture,33,2,0,54896.0,0
42,1,own,none,little,140734.0,24,business,14,1,2,57084.0,1
67,0,own,little,little,50521.0,48,education,39,2,2,38306.0,1
39,1,own,little,little,79806.0,36,education,0,3,2,57174.0,0
69,2,own,little,moderate,239959.0,60,furniture,25,4,1,33132.0,1
47,2,own,rich,little,79508.0,48,car,31,2,2,42648.0,0
37,1,rent,little,moderate,65121.0,36,car,1,3,0,19982.0,1
38,2,free,moderate,none,152275.0,24,business,31,4,3,37085.0,0
61,3,own,little,rich,83439.0,12,car,28,2,0,55070.0,0
49,1,own,little,little,138202.0,48,car,19,4,1,64675.0,1
68,1,rent,none,none,96600.0,36,repairs,22,3,0,53118.0,1
63,1,rent,rich,little,61206.0,12,car,11,3,0,69727.0,0
66,2,own,none,little,65129.0,18,business,9,4,1,19473.0,0
38,2,free,moderate,none,35902.0,36,appliances,18,1,0,54442.0,0
52,1,own,none,none,50863.0,24,education,9,2,1,29178.0,0
49,2,own,moderate,moderate,143922.0,6,business,18,1,0,52547.0,0
47,0,rent,none,moderate,203508.0,12,repairs,25,3,1,30358.0,1
56,2,free,little,moderate,68442.0,36,appliances,23,4,3,34745.0,1
66,2,rent,moderate,little,43261.0,18,education,8,2,3,60380.0,0
29,1,own,moderate,little,195380.0,24,furniture,28,2,1,49387.0,0
58,2,own,little,moderate,198880.0,36,furniture,28,1,2,29972.0,0
64,1,own,none,none,152326.0,36,appliances,36,2,1,17858.0,1
35,2,own,none,little,41334.0,12,appliances,27,2,0,29204.0,0
38,0,rent,moderate,rich,134467.0,6,appliances,2,2,2,43729.0,0
30,3,rent,little,little,137441.0,24,education,22,3,2,23167.0,1
38,1,rent,moderate,moderate,169455.0,36,furniture,3,1,2,49433.0,0
25,3,free,none,moderate,108076.0,12,furniture,13,3,1,25251.0,1
63,1,own,moderate,moderate,62937.0,18,car,37,4,1,41539.0,0
57,2,rent,little,little,77441.0,48,business,12,4,2,50872.0,1
63,1,rent,moderate,moderate,200032.0,48,car,27,1,1,36264.0,0
24,3,own,little,moderate,123961.0,24,furniture,38,4,3,64101.0,1
40,1,rent,rich,little,45034.0,6,appliances,19,3,0,51636.0,0
61,1,own,little,little,274822.0,12,car,27,3,0,28294.0,0
49,2,rent,moderate,moderate,197467.0,12,appliances,31,3,0,24637.0,0
28,0,own,rich,moderate,267667.0,12,car,13,3,1,72952.0,0
39,1,own,little,little,194967.0,24,appliances,12,1,0,64780.0,0
39,3,rent,little,moderate,56555.0,24,furniture,10,2,3,38591.0,0
60,3,rent,little,none,120331.0,12,car,37,4,0,50208.0,0
42,1,own,little,little,141789.0,48,business,38,1,3,39820.0,1
39,3,own,little,moderate,44065.0,24,appliances,14,2,1,56732.0,0
45,2,own,none,little,48853.0,24,furniture,8,1,1,47960.0,0
46,1,own,none,little,154205.0,60,business,2,4,0,8712.0,1
30,2,rent,none,little,161719.0,24,repairs,4,1,2,65567.0,0
35,2,free,none,moderate,408780.0,48,car,27,4,3,69312.0,1
19,3,own,little,none,84438.0,12,appliances,14,1,2,36455.0,0
46,1,rent,little,little,35963.0,12,car,2,1,3,50593.0,0
38,2,own,little,moderate,90158.0,24,furniture,34,3,1,64532.0,0
32,0,rent,none,moderate,163747.0,24,car,6,1,1,106149.0,0
69,1,own,moderate,little,79343.0,12,furniture,29,1,3,54478.0,0
44,0,own,little,moderate,104930.0,36,car,23,2,3,51295.0,1
67,3,rent,little,rich,67154.0,6,furniture,30,3,1,60498.0,0
48,3,own,moderate,none,201966.0,36,furniture,13,4,3,62265.0,0
32,2,rent,moderate,none,154318.0,24,education,15,3,3,54570.0,0
68,2,rent,none,little,60352.0,36,education,3,1,2,21797.0,0
40,1,own,little,rich,72175.0,24,education,2,4,0,48186.0,0
41,1,own,none,little,65664.0,60,car,34,1,2,50299.0,1
61,1,rent,moderate,rich,32345.0,18,appliances,8,3,1,18562.0,0
30,1,rent,rich,none,62493.0,60,furniture,3,3,2,56449.0,1
39,2,own,none,little,34074.0,6,car,18,1,1,24666.0,0
60,2,own,none,moderate,172845.0,36,education,23,1,3,68751.0,0
54,0,rent,little,moderate,181267.0,24,business,10,1,0,30599.0,1
50,0,own,little,rich,82514.0,36,car,14,2,1,61994.0,0
20,1,own,moderate,little,111616.0,36,car,35,3,0,32671.0,1
36,2,own,moderate,none,187700.0,36,appliances,30,2,0,67725.0,0
40,3,rent,moderate,moderate,157987.0,6,education,7,3,2,69928.0,0
46,2,rent,none,little,328673.0,36,furniture,1,3,1,55164.0,1
47,3,free,little,little,115341.0,12,appliances,2,4,2,33660.0,1
56,2,rent,moderate,rich,235999.0,6,car,2,4,3,52587.0,0
61,1,free,little,little,104514.0,12,education,20,3,3,31878.0,1
64,1,own,none,little,91886.0,24,furniture,11,4,1,24494.0,0
42,3,rent,none,moderate,148332.0,36,car,13,3,1,35755.0,1
54,2,own,moderate,moderate,137488.0,12,car,22,3,3,44076.0,0
64,1,rent,little,moderate,68545.0,12,education,12,1,1,33541.0,0
25,2,own,rich,moderate,60209.0,24,car,15,4,2,40258.0,0
59,2,own,moderate,rich,103246.0,60,education,16,2,2,34962.0,0
33,2,rent,little,none,31760.0,24,repairs,17,2,1,45255.0,0
25,3,rent,none,little,82083.0,36,business,12,4,2,40907.0,1
18,2,own,none,rich,54754.0,24,furniture,25,3,1,17695.0,0
61,2,rent,moderate,none,69856.0,36,car,39,2,2,44340.0,1
22,0,own,moderate,moderate,61868.0,60,furniture,38,4,2,30637.0,1
20,0,own,little,moderate,156490.0,24,furniture,30,2,0,28708.0,1
18,1,rent,moderate,little,129057.0,18,repairs,39,1,2,28583.0,0
21,0,own,moderate,moderate,101902.0,48,repairs,16,3,1,48143.0,1
57,2,free,little,moderate,78431.0,60,furniture,31,1,2,52220.0,0
52,2,own,little,rich,183656.0,12,car,0,2,2,47310.0,0
49,1,rent,little,none,169463.0,24,appliances,34,3,3,58110.0,1
59,3,rent,little,little,92348.0,36,business,35,3,1,45015.0,0
51,1,own,moderate,little,222537.0,24,education,18,3,2,47362.0,0
60,1,own,moderate,little,88104.0,18,furniture,27,4,0,29619.0,0
42,1,rent,moderate,rich,111616.0,36,furniture,1,4,3,53890.0,0
27,1,rent,little,little,69945.0,12,appliances,28,3,0,42405.0,0
38,1,own,moderate,moderate,77970.0,18,car,28,3,0,56266.0,0
63,2,own,none,little,67764.0,60,appliances,18,3,3,43260.0,1
56,2,own,moderate,moderate,149127.0,24,car,27,1,0,45053.0,0
44,3,own,none,little,123714.0,48,appliances,33,1,1,30793.0,0
44,0,own,moderate,none,52489.0,36,education,30,2,1,42137.0,0
19,1,own,moderate,moderate,138672.0,36,car,36,3,0,81597.0,0
58,0,rent,little,none,289459.0,36,car,18,3,1,11665.0,1
65,2,rent,moderate,moderate,66433.0,12,education,31,1,2,36817.0,0
30,0,free,none,little,64193.0,24,car,28,2,2,59092.0,1
26,3,rent,none,little,99195.0,24,education,8,2,2,32128.0,0
69,2,free,none,none,225695.0,24,car,6,3,0,46984.0,1
53,2,own,little,rich,75888.0,12,car,11,4,0,43214.0,0
39,2,rent,moderate,little,298078.0,12,education,30,2,1,60304.0,0
59,1,free,moderate,rich,52353.0,12,education,17,2,1,40596.0,0
43,1,rent,moderate,moderate,110506.0,24,furniture,27,3,1,15365.0,1
29,1,own,little,little,35570.0,60,furniture,20,3,0,75405.0,0
34,2,rent,none,little,56292.0,60,education,8,3,1,42689.0,1
31,1,free,none,none,86852.0,12,education,33,1,2,47855.0,1
31,1,rent,moderate,little,116089.0,18,car,33,3,2,36832.0,0
51,3,own,little,little,207822.0,6,car,23,4,3,47992.0,0
37,0,rent,little,little,64887.0,18,car,15,4,3,62690.0,1
28,3,free,moderate,little,127056.0,36,business,27,2,3,42389.0,1
33,2,own,little,moderate,44202.0,48,education,34,1,2,30976.0,1
68,1,rent,none,little,180938.0,12,furniture,5,2,0,21506.0,0
48,1,own,moderate,little,216691.0,12,business,37,1,1,66142.0,0
23,1,rent,moderate,none,183968.0,12,furniture,10,3,1,37064.0,1
36,2,rent,moderate,little,183806.0,18,education,3,2,0,54942.0,0
54,2,own,little,moderate,93449.0,36,car,13,4,3,57464.0,0
21,2,own,none,moderate,116544.0,24,business,12,1,0,40944.0,0
64,3,rent,moderate,moderate,93136.0,36,business,14,2,2,43587.0,0
21,2,own,none,none,96057.0,24,appliances,7,4,0,45211.0,0
37,1,own,moderate,little,63184.0,12,appliances,23,4,2,59506.0,0
27,1,rent,rich,none,116891.0,12,business,10,3,2,30342.0,0
41,3,own,little,rich,126840.0,6,appliances,34,1,3,41340.0,0
52,1,own,moderate,rich,178292.0,36,furniture,24,2,1,50273.0,0
43,0,free,rich,little,124900.0,36,furniture,22,4,3,50642.0,0
54,2,own,rich,little,167485.0,36,appliances,6,1,2,56187.0,0
55,2,own,rich,moderate,63161.0,6,appliances,4,3,3,21066.0,0
38,3,rent,little,none,231900.0,36,education,31,1,1,39121.0,1
57,2,rent,none,moderate,85413.0,6,furniture,27,1,3,52347.0,0
56,0,free,none,little,28875.0,12,appliances,2,2,2,21588.0,0
38,3,free,little,little,78144.0,18,furniture,29,1,1,76619.0,0
27,1,rent,none,moderate,139526.0,24,car,4,3,3,17123.0,1
55,1,own,little,rich,103707.0,36,education,32,4,0,24560.0,1
63,2,own,moderate,little,30785.0,36,car,19,2,1,32146.0,0
21,0,own,little,little,112318.0,12,furniture,29,4,3,30119.0,1
62,2,own,none,moderate,106515.0,12,appliances,21,1,0,54026.0,0
37,1,rent,little,moderate,55113.0,12,car,21,3,1,46535.0,0
34,2,rent,moderate,rich,138512.0,12,appliances,37,4,0,28993.0,0
24,1,own,moderate,none,91099.0,12,repairs,28,3,3,82347.0,0
21,2,rent,little,moderate,30618.0,36,appliances,20,1,0,58505.0,0
46,3,own,moderate,little,149798.0,12,repairs,17,1,0,49682.0,0
31,1,own,little,moderate,109633.0,36,education,10,4,2,57956.0,0
20,1,rent,rich,none,244785.0,24,education,9,2,0,52185.0,0
41,1,own,none,none,58749.0,18,appliances,34,3,1,48517.0,1
54,1,own,none,none,85834.0,18,furniture,25,3,0,54079.0,0
33,2,own,none,little,187137.0,36,furniture,3,3,0,44278.0,1
69,2,own,little,rich,56990.0,24,education,9,1,1,57077.0,0
21,1,rent,little,none,183221.0,6,business,38,1,3,46432.0,1
41,1,free,moderate,moderate,186111.0,48,business,15,4,3,40008.0,1
51,1,own,little,little,119165.0,6,business,29,4,0,74371.0,0
47,2,own,none,none,89404.0,48,business,2,1,1,46502.0,1
35,1,rent,little,moderate,66945.0,6,business,33,2,0,40557.0,0
36,3,free,none,little,64046.0,36,furniture,24,3,1,29543.0,1
48,2,own,little,little,118955.0,24,car,37,3,1,27029.0,0
36,1,own,none,moderate,17563.0,24,business,35,1,3,45782.0,0
66,2,rent,little,moderate,70669.0,6,car,3,2,0,38486.0,0
63,3,rent,little,little,65057.0,12,repairs,9,2,0,31673.0,0
36,2,own,rich,rich,54566.0,36,appliances,12,2,0,68286.0,0
39,1,rent,little,rich,110352.0,48,business,5,2,0,63753.0,0
41,1,own,rich,rich,40869.0,24,repairs,6,2,0,27069.0,0
62,3,own,moderate,little,203155.0,18,education,27,4,0,38819.0,0
29,2,own,little,moderate,170783.0,6,car,36,1,2,15781.0,0
47,2,rent,none,little,223179.0,36,education,14,1,0,36142.0,1
55,3,own,moderate,little,71946.0,12,car,29,1,2,32765.0,0
48,3,own,rich,moderate,111824.0,6,furniture,39,3,2,42105.0,0
53,3,own,moderate,none,161765.0,36,furniture,9,2,2,29043.0,1
36,0,rent,moderate,moderate,91264.0,24,business,11,2,0,13084.0,1
65,2,own,little,little,70266.0,6,education,16,3,1,35083.0,0
62,2,own,little,moderate,106065.0,12,furniture,29,2,3,67662.0,0
53,2,own,moderate,moderate,87290.0,36,furniture,0,2,1,33561.0,0
47,2,rent,moderate,none,51927.0,6,education,35,2,1,79911.0,0
66,1,own,little,none,23665.0,48,car,39,2,0,29922.0,1
50,2,own,moderate,little,56719.0,18,car,23,2,1,46434.0,0
35,2,own,moderate,little,23962.0,6,business,37,4,1,50816.0,0
69,0,rent,little,little,58572.0,36,furniture,20,1,0,26247.0,1
66,2,own,little,rich,231292.0,24,car,31,4,0,15204.0,0
45,1,rent,moderate,little,32562.0,18,furniture,17,2,3,64546.0,0
64,1,rent,little,little,129229.0,18,education,12,1,3,64705.0,0
28,0,free,little,moderate,205585.0,6,appliances,36,1,2,70073.0,0
62,2,own,little,little,38423.0,36,repairs,20,1,3,30267.0,0
50,2,free,none,little,289699.0,18,business,17,1,0,51644.0,1
34,2,own,rich,moderate,94289.0,36,furniture,39,3,1,45699.0,0
23,2,own,little,little,222992.0,24,car,25,1,0,43227.0,0
21,3,rent,little,moderate,116135.0,36,car,4,3,0,38095.0,0
37,1,own,rich,none,74877.0,36,education,4,3,1,58958.0,0
65,1,own,moderate,little,17249.0,24,education,30,1,3,92325.0,0
64,3,own,rich,moderate,50570.0,18,business,27,2,1,49981.0,0
44,1,rent,none,none,148427.0,18,car,12,2,0,48209.0,0
32,3,own,moderate,none,248294.0,12,furniture,10,1,3,33193.0,0
23,3,rent,little,moderate,42498.0,36,car,0,1,0,57117.0,0
64,2,rent,rich,moderate,95244.0,36,business,23,3,0,8000.0,0
31,3,rent,none,little,75539.0,12,car,12,4,3,39016.0,1
28,0,own,moderate,rich,126841.0,48,education,17,3,1,51561.0,0
56,1,free,moderate,none,104091.0,24,car,23,2,2,49420.0,0
26,2,own,little,moderate,78983.0,24,education,28,4,3,43274.0,0
43,1,own,little,moderate,144852.0,6,car,27,4,0,11832.0,0
33,3,own,rich,little,65191.0,18,car,37,4,0,71936.0,0
22,0,own,none,moderate,99384.0,24,car,21,3,3,49134.0,1
69,2,own,moderate,moderate,156696.0,6,furniture,19,3,0,44585.0,0
27,2,own,rich,moderate,63843.0,24,furniture,10,1,2,67658.0,0
67,2,own,little,little,79589.0,60,appliances,19,3,3,66762.0,0
20,1,own,little,moderate,70628.0,36,car,12,3,0,41138.0,0
